bound,W_1,W_2,W,Var_W,L_1,L_2,L,h12,h21,heatmap_bound,arrival_rate1,arrival_rate2,service_rate1,service_rate2,num_servers,CV_W
16,1.781677077197442,2.2866834684515855,1.9500125409488231,6.218715746167515,1.2603451028168304,0.6899057068989994,1.9502508097158304,0.6000000000000001,1.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2788303908685383
16,1.802024858318985,2.2575506822196205,1.9538667996191967,6.060535614100694,1.3277207142197112,0.6265082542234175,1.9542289684431284,0.6000000000000001,1.2000000000000002,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2599710032802651
16,1.8176241648211249,2.234249001068441,1.956499110236897,5.937079913359302,1.3828021362144207,0.5741644109256439,1.956966547140065,0.6000000000000001,1.4000000000000001,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2453940673771084
16,1.829952998332232,2.215184597359218,1.958363531341227,5.838510031002789,1.4286181898758217,0.5303032378489955,1.9589214277248168,0.6000000000000001,1.6,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2338367517596571
16,1.8399378932513444,2.199294457600115,1.9597234147009346,5.758230920714118,1.4672984748611622,0.493060030214499,1.9603585050756624,0.6000000000000001,1.8,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2244745332485125
16,1.8481874061211525,2.1858434252017913,1.9607394124813653,5.691714138168292,1.500375733318779,0.4610642196838821,1.9614399530026603,0.6000000000000001,2.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2167508584687494
16,1.8551170269613633,2.174307188543608,1.961513747488778,5.635773562033236,1.528977693474396,0.43329190150623453,1.96226959498063,0.6000000000000001,2.2,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.210278759437349
16,1.8610197980218712,2.1643018515745807,1.9621138158727742,5.5881150873246614,1.5539508928841856,0.40896547002390526,1.9629163629080908,0.6000000000000001,2.4000000000000004,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.204782013264074
16,1.8661081754762288,2.1555398989560564,1.9625854166361711,5.547051381973816,1.5759423494880893,0.38748508524271114,1.9634274347307994,0.6000000000000001,2.6,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2000588027648267
16,1.8705398743051227,2.1478017306035784,1.9629604930712745,5.511317225533556,1.5954546385992936,0.36838130562689775,1.9638359442261923,0.6000000000000001,2.8000000000000003,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.1959585986842793
